Car Brand,Car Model,Production Year,Mileage,Price,Description,Specs,Timestamp,Location
Nissan,Rogue,2019,"59,600 km","39,000",Nissan Rouge 2019 (Xtrail),American Specs,04-03-24 14:49,Dubai
Nissan,Kicks,2019,"142,000 km","39,000",Nissan Kicks 2019,GCC Specs,04-03-24 14:49,Dubai
Nissan,Kicks,2020,"80,000 km","39,000",2020 GCC Nissan Kicks - 799 Aed X 60 Mths / 0% Downpayment,GCC Specs,04-03-24 14:49,Dubai
Nissan,Sunny,2023,"3,200 km","39,000",This is Nissan sunny 2023 car. Looks like brand new because did not drive much.only 3300 kilometre .,GCC Specs,04-03-24 14:49,Dubai
Nissan,Kicks,2018,"63,000 km","39,000",2018 KICKS / GCC SPEC / FULL AUTOMATIC / SINGLE OWNER / ACCIDENT FREE/ EXCELLENT CONDITION /,GCC Specs,04-03-24 14:49,Dubai
Nissan,Maxima,2016,"127,000 km","39,000",NISSAN MAXIMA S,GCC Specs,04-03-24 14:49,Dubai
Nissan,Urvan,2018,"268,336 km","39,000",Nissan Urvan 2018,GCC Specs,04-03-24 14:49,Dubai
Nissan,Altima,2020,"87,000 km","39,000",al qusais,American Specs,04-03-24 14:49,Dubai
Nissan,Maxima,2016,"108,000 km","39,000",Awesome nissan maxima,American Specs,04-03-24 14:49,Dubai
Nissan,Juke,2016,"92,000 km","39,000",Nissan Juke 2016 SL,GCC Specs,04-03-24 14:49,Dubai
Nissan,Rogue,2017,"58,000 km","39,000",For sale,American Specs,04-03-24 14:49,Dubai
Nissan,Kicks,2018,"109,000 km","39,000",Nissan kicks 2018 SV   GCC Specification,GCC Specs,04-03-24 14:49,Dubai
Nissan,370z,2014,"145,000 km","39,000",ظ†ظٹط³ط§ظ† Z 370,GCC Specs,04-03-24 14:49,Dubai
Nissan,Pathfinder,2014,"125,000 km","39,000",Nissan Pathfinder SL 4 Wheel 2014 Silver Fully Loaded Clean Car,GCC Specs,04-03-24 14:49,Dubai
Nissan,Sentra,2020,"55,196 km","39,000",GCC SPECS NISSAN SENTRA 2020 AVAILABLE ON CASH AND FINANCE WITH ZERO DOWNPAYMENT,GCC Specs,04-03-24 14:49,Dubai
Nissan,X-Trail,2015,"96,000 km","39,000",NISSAN X-TRAIL 2.5 (4X4) MODEL 2015 GCC SPECS REF.0512 (P1),GCC Specs,04-03-24 14:49,Dubai
Ford,Ecosport,2021,"105,000 km","39,000",Ford Ecosports GCC Asian Cabin crew owner,GCC Specs,04-03-24 14:49,Dubai
Ford,Explorer,2014,"120,000 km","39,000",FORD EXPLORER XLT 2014 MODEL GCC SPECS IN EXCELLENT CONDITION,GCC Specs,04-03-24 14:49,Dubai
Ford,Edge,2014,"152,000 km","39,000",SERVICE CONTRACT UNTIL 2026 Ford Edge 2014//GCC Specs//Full Service History at Agency until now â€¦,GCC Specs,04-03-24 14:49,Dubai
Ford,Fusion,2016,"54,404 km","39,000",AED723/month | 2016 Ford Fusion SE 2.0L | GCC Specifications | Ref#152921,GCC Specs,04-03-24 14:49,Dubai
Ford,Mustang,2015,"165,000 km","39,000",ظپظˆط±ط¯ ظ…ظˆط³طھظ†ط¬ ظ…ظˆط¯ظٹظ„ 2015 ط¨ط­ط§ظ„ظ‡ ظ…ظ…طھط§ط²ظ‡ V4 ecoboost,American Specs,04-03-24 14:49,Dubai
Ford,Escape,2015,"119,000 km","39,000",Titanium | 2.5L GCC Specs | Excellent Condition | Single Owner | Full Service History,GCC Specs,04-03-24 14:49,Dubai
Ford,Ecosport,2019,"99,000 km","39,000",طµط¨ط؛ ظˆظƒط§ظ„ظ‡ Trend | GCC Specs | Original Paint | Full Service | Excellent Condition | Single Owner,GCC Specs,04-03-24 14:49,Dubai
Ford,Ranger,2017,"158,000 km","39,000",Ranger Hi - Rider 4x4 | GCC Specs | Full Service History | Excellent Condition,GCC Specs,04-03-24 14:49,Dubai
Ford,Edge,2018,"155,000 km","39,000",FORD EDGE TITANIUM 2018,American Specs,04-03-24 14:49,Dubai
Ford,Ecosport,2020,"93,000 km","39,000",Ford Ecosport / Titanium / Lady Driven / Full option / 2020Model / in perfect Condition,American Specs,04-03-24 14:49,Dubai
Ford,Taurus,2019,"58,000 km","39,000",Ford Taurus 2019,American Specs,04-03-24 14:49,Dubai
Ford,Explorer,2012,"201,000 km","39,000",Ford Explorer Limited GCC 2012 3.5 V6 full service history and well maintained family car,GCC Specs,04-03-24 14:49,Dubai
Honda,Jazz,2018,"82,000 km",39000,ظ‡ظˆظ†ط¯ط§ ط¬ط§ط² EX GCC ظ…ظˆط¯ظٹظ„ 2018,GCC Specs,45354.94097,Abu Dhabi
Nissan,Pathfinder,2015,"198,000 km",39000,ط£ط¨ظˆط¸ط¨ظٹ ظƒظˆط±ظ†ظٹط´,GCC Specs,45354.94097,Abu Dhabi
Hyundai,Accent,2022,"96,000 km",39000,Hyundai Accent 2022 for sale,GCC Specs,45354.94097,Abu Dhabi
Toyota,Hiace,2014,"265,000 km","39,500",Toyota Hiace Delivery Van High Roof in good condition for Sale,GCC Specs,04-03-24 14:49,Dubai
Toyota,Camry,2017,"91,000 km","39,500",Toyota Camry 2017 GCC in Very Good Condition,GCC Specs,04-03-24 14:49,Dubai
Toyota,Corolla,2020,"35,800 km","39,500",Urgent sell,American Specs,04-03-24 14:49,Dubai
Toyota,Yaris,2020,"57,000 km","39,500",Immaculate condition Toyota Yaris for Sale,GCC Specs,04-03-24 14:49,Dubai
Toyota,Yaris,2019,"83,000 km","39,500",Toyota Yaris 2019 GCC/Free Accidents,GCC Specs,04-03-24 14:49,Dubai
Toyota,Rav 4,2015,"62,214 km","39,500",Rav4 2015 // No Accident  // Full option//Limited,Canadian Specs,04-03-24 14:49,Dubai
Toyota,Rav 4,2016,"75,000 km","39,500",TOYOTA RAV4 2016 - LE - FULL OPTION - ALLOY WHEEL,American Specs,04-03-24 14:49,Dubai
Hyundai,Genesis,2018,"103,000 km","39,500",Gensis G80 R 2018,Korean Specs,04-03-24 14:49,Dubai
Hyundai,Santa Fe,2014,"139,000 km","39,500",A superb and amazing single owner expat family used Hyundai santa fe 2014 GCC 2.0 L ECO,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Veloster,2017,"121,887 km","39,500",Hyundai Veloster//2017// GCC Spec// GLS//1.6cc,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Accent,2020,"48,700 km","39,500",LOW MILEAGE | 630 PM | HYUNDAI ACCENT 1.6L | 0% DP | WELL MAINTAINED,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Santa Fe,2016,"255,000 km","39,500",Hyundai santafe full option panaromic roof 4x4,GCC Specs,04-03-24 14:49,Dubai
Honda,Odyssey,2015,"105,000 km","39,500",HONDA ODYSSEY GCC V4 7SET,GCC Specs,04-03-24 14:49,Dubai
Honda,CR-V,2014,"142,000 km","39,500",HONDA CRV 2014 GCC FULL OPTION 4WD ACCIDENT FREE GOOD CONDITION,GCC Specs,04-03-24 14:49,Dubai
Honda,City,2019,"161,000 km","39,500",Honda City 2019,GCC Specs,04-03-24 14:49,Dubai
Honda,Accord,2016,"131,000 km","39,500",Honda Accord 2016 GCC V6 Full Option Clean CAR,GCC Specs,04-03-24 14:49,Dubai
Honda,City,2018,"101,100 km","39,500",Honda City,GCC Specs,04-03-24 14:49,Dubai
Kia,Sorento,2015,"198,000 km","39,500",2015 KIA SORENTO AWD // GCC SPECS // MID OPTION // IN EXCELLENT CONDITION,GCC Specs,04-03-24 14:49,Dubai
Kia,Optima,2019,"223,552 km","39,500",AED600/month | 2019 Kia Optima 2.4L | GCC Specifications | Ref#128744,GCC Specs,04-03-24 14:49,Dubai
Kia,Forte,2021,"31,000 km","39,500",ظƒظٹط§ ظپظˆط±طھظٹ 2021 ط¨ط­ط§ظ„ط© ط§ظ„ظˆظƒط§ظ„ط© 2.0,American Specs,04-03-24 14:49,Dubai
Nissan,Sentra,2020,"56,000 km","39,500",Nissan Sentra 2020 GCC,GCC Specs,04-03-24 14:49,Dubai
Nissan,Rogue,2020,"70,000 km","39,500","Nissan 2020 , AWD, full option panoramic",American Specs,04-03-24 14:49,Dubai
Nissan,Rogue,2020,"71,500 km","39,500",Elegant Nissan Rogue Sport,American Specs,04-03-24 14:49,Dubai
Nissan,Kicks,2020,"42,300 km","39,500",2020 Nissan Kicks SR 1.6L V4 - 360* 5 Cameraâ€™s-  UAE PASS,American Specs,04-03-24 14:49,Dubai
Nissan,Sunny,2020,"85,000 km","39,500",2020 NISSAN SUNY MIKSEKO NEW SHAPE CRUISE ALOW REM GCC EXCELENT COUNDTION,GCC Specs,04-03-24 14:49,Dubai
Nissan,Pathfinder,2014,"121,000 km","39,500",Nissan Pathfinder SV Full Option Grey Low Mileage In Excellent Condition,GCC Specs,04-03-24 14:49,Dubai
Nissan,Altima,2019,"123,816 km","39,500",Clean,American Specs,04-03-24 14:49,Dubai
Nissan,Altima,2020,"49,367 km","39,500",Clean,American Specs,04-03-24 14:49,Dubai
Nissan,Altima,2019,"13,300 km","39,500","ط¯ط¨ظ‘ظٹ ط§ظ„ظˆط±ظ‚ط§ط،",American Specs,04-03-24 14:49,Dubai
Nissan,Pathfinder,2015,"255,686 km","39,500",Nissan pathfinder 2015 model GCC SL full option first owner single handed,GCC Specs,04-03-24 14:49,Dubai
Nissan,Kicks,2018,"95,000 km","39,500",NISSAN KICKS MODEL 2018 GCC SPEC IN EXCLLENT CONDITION,GCC Specs,04-03-24 14:49,Dubai
Nissan,Kicks,2018,"81,000 km","39,500",Nissa Kicks 2018 GCC SV Good Condition CAR,GCC Specs,04-03-24 14:49,Dubai
Nissan,Kicks,2020,"65,631 km","39,500",Nissan Kicks 2020 GCC For Sale,GCC Specs,04-03-24 14:49,Dubai
Nissan,Sunny,2020,"100,000 km","39,500",Nissan Sunny 2020 GCC URGENT SALE,GCC Specs,04-03-24 14:49,Dubai
Nissan,Kicks,2019,"124,500 km","39,500",ORIGNAL PAINT || GCC || 630 PM || NISSAN KICKS 1.6L ||  0% DOWN PAYMENT || WELL MAINTAINED,GCC Specs,04-03-24 14:49,Dubai
Nissan,X-Trail,2015,"174,827 km","39,500",Nissan X-Trail SV 2015 Purchased in 2016 for sell,GCC Specs,04-03-24 14:49,Dubai
Nissan,Urvan,2020,"105,000 km","39,500",Nissan Urvan 2020 gcc manual - cargo van,GCC Specs,04-03-24 14:49,Dubai
Ford,Transit,2020,"154,210 km","39,500",CUSTOM + CARGO VAN + 3 SEATERS + DIESEL + 6 SPEED / GCC / 2020 / UNLIMITED MILEAGE WARRANTY,GCC Specs,04-03-24 14:49,Dubai
Ford,Edge,2016,"152,000 km","39,500",Ford Edge Titanium. SE. excellent condition. Single owner. GCC SPECS,GCC Specs,04-03-24 14:49,Dubai
Ford,Explorer,2012,"81,000 km","39,500",EXTRA CLEAN FORD EXPLORER 2012 V6 7 SEATER JAPAN FRESH IMPORTED. 4x4 ACCIDENT FREE CAR,Japanese Specs,04-03-24 14:49,Dubai
Ford,Edge,2017,"150,000 km","39,500",Ford Edge 2017/GCC/Warranty,GCC Specs,04-03-24 14:49,Dubai
Nissan,Altima,2019,"96,000 km",39500,ALTIMA S 2.5 2019 UNDER WARRANTI,American Specs,45354.94097,Abu Dhabi
Nissan,Sentra,2021,"80,000 km",39500,"NISSAN SENTRA 1.6 ( 2021 ) Gcc ..,",GCC Specs,45354.94097,Abu Dhabi
Hyundai,Sonata,2018,"121,000 km",39500,Sonata Clean title mint condition ط³ظˆظ†ط§طھط§ ط¨ط¯ظˆظ† ط­ظˆط§ط¯ط«,Korean Specs,45354.94097,Abu Dhabi
Chevrolet,Trax,2017,"62,000 km",39500,Chevrolet Trax on Sale..,GCC Specs,45354.94097,Abu Dhabi
Nissan,Sentra,2020,"82,000 km",39700,Nissan Sentra SR 2020 Full Option urgent sale,American Specs,45354.94097,Abu Dhabi
Nissan,Urvan,2017,"166,086 km","39,800",2017 / GCC / CARGO VAN + 3 SEATERS + USB + AUX + POWER LOCKS / UNLIMITED MILEAGE WARRANTY,GCC Specs,04-03-24 14:49,Dubai
Toyota,Yaris,2020,"64,000 km","39,900",Toyota Yaris 1.5 sedan 2020 mid gcc accident free single owner,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Accent,2020,"94,272 km","39,900",AED 639 PM | 1.6L GL GCC DEALER WARRANTY,GCC Specs,04-03-24 14:49,Dubai
Nissan,Maxima,2016,"154,936 km","39,900",AED739/month | 2016 Nissan Maxima 3.5L | GCC Specifications | Ref#143939,GCC Specs,04-03-24 14:49,Dubai
Nissan,Sentra,2020,"67,178 km","39,900",AED 639 PM | 1.6L S GCC DEALER WARRANTY,GCC Specs,04-03-24 14:49,Dubai
Nissan,Pathfinder,2015,"105,000 km","39,900",Low KM â€¢ GCC â€¢ 1st Owner â€¢ Very well maintained â€¢ 7 seats,GCC Specs,04-03-24 14:49,Dubai
Ford,Mustang,2016,"98,000 km","39,900",Ford Mustang Eco boost great condition with silencer,American Specs,04-03-24 14:49,Dubai
Ford,Escape,2015,"134,232 km",39900,"Full Option, Under Warranty and free service   | AED 963 Monthly | Zero Down payment",GCC Specs,45354.94097,Abu Dhabi
Toyota,Yaris,2019,"83,000 km","39,990",AED 627/month â€¢ GCC 2019 Toyota Yaris SE 1.5L 4 Cylinders BANK FINANCE OPTIONS AVAILABLE!,GCC Specs,04-03-24 14:49,Dubai
Toyota,Yaris,2019,"65,000 km","39,999","620-Monthly | GCC | Cruise, Camera, GPS | Accident Free",GCC Specs,04-03-24 14:49,Dubai
Hyundai,Creta,2016,"120,000 km","39,999",ظƒط±ظٹطھط§2016طµط¨ط؛ ط§طµظ„ظٹ 1600ط±ظ‚ظ… ظˆط§ط­ط¯ظپظˆظ„ ط§ظˆط¨ط´ظ†,GCC Specs,04-03-24 14:49,Dubai
Honda,Civic,2017,"235,000 km","39,999",HONDA CIVIC | 2017 | MID-OPTION | GCC SPECS,GCC Specs,04-03-24 14:49,Dubai
Ford,Expedition,2016,"140,000 km",39999,Ford expedition off road 2016 best price in the market,GCC Specs,45354.94097,Abu Dhabi
Toyota,Hiace,2013,"186,000 km","40,000",2013 TOYOTA HIACE - DELIVERY VAN - EXCELLENT CONDITION,GCC Specs,04-03-24 14:49,Dubai
Toyota,Yaris,2020,"55,200 km","40,000",TOYOTA YARIS 1.5L SE 2020 GCC SPEC NO ACCIDENT 100% ORIGINAL PAINT CRUISE CONTROL PARKING SENSORS,GCC Specs,04-03-24 14:49,Dubai
Toyota,Corolla,2018,"150,000 km","40,000",2018 Toyota Corolla GCC in excellent condition,GCC Specs,04-03-24 14:49,Dubai
Toyota,Yaris,2019,"70,000 km","40,000",TOYOTA YARIS HATCHBACK # 2019 GCC # WELL MAINTAINED CAR FOR SALE AED 40000.,GCC Specs,04-03-24 14:49,Dubai
Toyota,Hiace,2015,"192,000 km","40,000","Toyota HiAce delivery cargo van,  Mode 2015, gcc, good condition,",GCC Specs,04-03-24 14:49,Dubai
Toyota,Yaris,2019,"42,300 km","40,000",Yaris less used rear sensor Bluetooth,GCC Specs,04-03-24 14:49,Dubai
Toyota,Prado,2009,"200,000 km","40,000","Prado 2009, 6 cylinder",GCC Specs,04-03-24 14:49,Dubai
Toyota,Corolla,2021,"54,000 km","40,000",well maintained - light used,American Specs,04-03-24 14:49,Dubai
Toyota,Yaris,2018,"66,000 km","40,000",2019 TOYOTA YARIS | 1.5L FWD | GCC SPECS | PERFECT CONDITION,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Elantra,2019,"39,000 km","40,000",Hyundai Elantra 2019,American Specs,04-03-24 14:49,Dubai
Hyundai,Veloster,2019,"42,000 km","40,000",Hyundai Veloster 2.0,American Specs,04-03-24 14:49,Dubai
Hyundai,Kona,2019,"179,000 km","40,000",Hyundai kona 2019 full option GCC,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Accent,2020,"82,000 km","40,000",Hyundai Accent model 2020 - 82000KM,GCC Specs,04-03-24 14:49,Dubai
Honda,Civic,2016,"183,000 km","40,000",Honda civic mode 2016 Gcc Full options Accident Free,GCC Specs,04-03-24 14:49,Dubai
Honda,Jazz,2018,"106,000 km","40,000",Honda Jazz Model 2018 GCC Agency Maintained,GCC Specs,04-03-24 14:49,Dubai
Honda,CR-V,2015,"182,000 km","40,000",Honda CRV 2015,GCC Specs,04-03-24 14:49,Dubai
Honda,CR-V,2013,"180,000 km","40,000",HONDA CR-V EX // 2013 // GCC // Full Option // Full service history,GCC Specs,04-03-24 14:49,Dubai
Honda,Accord,2018,"175,000 km","40,000",Honda accord 2018 1.5 turbo,American Specs,04-03-24 14:49,Dubai
Honda,Civic,2019,"107,860 km","40,000",Honda Civics,American Specs,04-03-24 14:49,Dubai
Honda,Jazz,2018,"107,500 km","40,000",HONDA JAZZ EX 2018,GCC Specs,04-03-24 14:49,Dubai
Kia,Sportage,2015,"82,000 km","40,000",Kia Sportage 2015 Top,GCC Specs,04-03-24 14:49,Dubai
Kia,Sorento,2017,"118,000 km","40,000",Kia Sorento 2017 full option panoramic 7 seater,American Specs,04-03-24 14:49,Dubai
Kia,Sorento,2019,"49,000 km","40,000",V6 - Excellent condition,American Specs,04-03-24 14:49,Dubai
Kia,Carnival,2016,"182,000 km","40,000",KIA CARNIVAL 2016 MID OPTIONS GOOD CONDITION GCC,GCC Specs,04-03-24 14:49,Dubai
Kia,Soul,2021,"42,590 km","40,000",Kia soul lx 2021,American Specs,04-03-24 14:49,Dubai
Kia,Sportage,2016,"71,305 km","40,000",Kia sportage,GCC Specs,04-03-24 14:49,Dubai
Kia,Carnival,2013,"205,971 km","40,000",Kia Carnival 2013,GCC Specs,04-03-24 14:49,Dubai
Kia,Sorento,2017,"94,000 km","40,000",KIA SORENTO 2017 ORIGINAL AIRBAGS GOOD CONDITION 7 SEATS AWD V6,American Specs,04-03-24 14:49,Dubai
Kia,Mohave,2018,"121,000 km","40,000",Kia Mohave 2018,GCC Specs,04-03-24 14:49,Dubai
Nissan,X-Trail,2020,"65,000 km","40,000",Nissan xtrail 2020,American Specs,04-03-24 14:49,Dubai
Nissan,Sentra,2021,"41,000 km","40,000","2021 SENTRA , GCC SPEC SINGLE OWNER EXCELLENT CONDITION, ACCIDENT FREE 100% BANK FINANCE AVAILABLE",GCC Specs,04-03-24 14:49,Dubai
Nissan,Sunny,2020,"117,000 km","40,000",Agency maintained. New Shape.,GCC Specs,04-03-24 14:49,Dubai
Nissan,Altima,2020,"35,864 km","40,000",2020 !! | ** Nissan Altima **| ** SR ** | Metallic Grey...,American Specs,04-03-24 14:49,Dubai
Nissan,Pathfinder,2015,"191,000 km","40,000",Nissan Pathfinder / GCC / Accident Free / Agency Mantained.,GCC Specs,04-03-24 14:49,Dubai
Nissan,Sentra,2020,"134,000 km","40,000",860 Aed/Month Gcc Nissan Sentra Sv 2020 Available on 0% Down Payment And Cash,GCC Specs,04-03-24 14:49,Dubai
Nissan,Sentra,2020,"53,000 km","40,000",0% DOWN PAYMENT | NISSAN SENTRA 2020 MODEL | BANK FINANCE AVAILABLE AND CASH,GCC Specs,04-03-24 14:49,Dubai
Nissan,Navara,2019,"102,000 km","40,000","NISSAN NAVARA 2019 MODEL GCC SPEC , MANUAL DOUBLE CABIN PIC UP, ACCIDENT FREE",GCC Specs,04-03-24 14:49,Dubai
Nissan,Pathfinder,2014,"118,000 km","40,000","Nissan Pathfinder 2014 GCC FULL OPTION 118,000 km 40,000",GCC Specs,04-03-24 14:49,Dubai
Nissan,Kicks,2018,"98,000 km","40,000",Nissan Kicks 2018 SV,GCC Specs,04-03-24 14:49,Dubai
Nissan,Altima,2020,"106,000 km","40,000",Altima,American Specs,04-03-24 14:49,Dubai
Nissan,Altima,2020,"106,000 km","40,000",New condition altima,American Specs,04-03-24 14:49,Dubai
Nissan,Pathfinder,2016,"90,000 km","40,000",NISSAN PATHFINDER 2016,American Specs,04-03-24 14:49,Dubai
Ford,Escape,2015,"117,811 km","40,000",AED963/month | 2015 Ford Escape SE 2.5L | Warranty | GCC Specifications | Ref#160426,GCC Specs,04-03-24 14:49,Dubai
Ford,Edge,2014,"88,000 km","40,000",Ford Edge 2014 SEL white (First registered in 2016),GCC Specs,04-03-24 14:49,Dubai
Ford,Explorer,2015,"186,617 km","40,000",AED963/month | 2015 Ford Explorer 3.5L | GCC Specs | Ref#121085,GCC Specs,04-03-24 14:49,Dubai
Ford,Ecosport,2019,"50,000 km","40,000",Ford Ecosort Trend  -GCC  2019 Model,GCC Specs,04-03-24 14:49,Dubai
Ford,Explorer,2014,"78,000 km","40,000",FORD EXPLORER V6 FRESH JAPAN IMPORTED 2014 ONLY 78000 kms,Japanese Specs,04-03-24 14:49,Dubai
Ford,Explorer,2013,"88,180 km","40,000",FORD EXPLORER XLT - 2013 - BLACK WITH BEIGE INTERIOR CLEAN CAR FRESH JAPAN IMPORT,Japanese Specs,04-03-24 14:49,Dubai
Ford,Edge,2014,"147,400 km","40,000",Ford Edge SEL AWD 2014,GCC Specs,04-03-24 14:49,Dubai
Ford,Explorer,2009,"132,503 km","40,000",2009 Ford Explorer XLT 4.0L | GCC Specifications,GCC Specs,04-03-24 14:49,Dubai
Ford,Explorer,2014,"172,000 km","40,000",A BEAUTIFUL CLEAN FORD EXPLORER 2014 MODEL TOP OF THE LINE EXCELLENT CONDITION REF:-1738 (AJM),GCC Specs,04-03-24 14:49,Dubai
Nissan,Maxima,2016,"176,688 km",40000,AED741/month | 2016 Nissan Maxima SV 3.5L | GCC Specifications | Ref#163439,GCC Specs,45354.94097,Abu Dhabi
Nissan,Altima,2018,"143,000 km",40000,Nissan Altima SV GCC,GCC Specs,45354.94097,Abu Dhabi
Nissan,Altima,2018,"151,000 km",40000,Nissan Altima s 2018,GCC Specs,45354.94097,Abu Dhabi
Nissan,Pathfinder,2015,"110,000 km",40000,Nissan pathfinder platinum 2015 model Mulkiya one year,American Specs,45354.94097,Abu Dhabi
Nissan,Maxima,2016,"174,000 km",40000,Nissan maxima 2016 in perfect condition,GCC Specs,45354.94097,Abu Dhabi
Hyundai,Accent,2020,"49,000 km",40000,Hyundai accent 2020 1.6 Gccspcs accident free original paint 1 year Registration and Insurance very,GCC Specs,45354.94097,Abu Dhabi
Chevrolet,Lumina,2009,"150,000 km",40000,ط£ط¨ظˆط¸ط¨ظٹ,GCC Specs,45354.94097,Abu Dhabi
Nissan,Rogue,2018,"40,000 km","40,200",Nissan Rogue SV AWD Moonroof 2018,American Specs,04-03-24 14:49,Dubai
Toyota,Fortuner,2008,"102,000 km","40,400",TOYOTA FORTUNER 2008 | PREMIUM BEIGE INTERIOR |  2.7L PETROL | 7 SEATS | AT | LHD,GCC Specs,04-03-24 14:49,Dubai
Toyota,Aurion,2015,"94,618 km","40,500",TOYOTA AURION 3.5 2015 MODEL GCC SPECS REF.7218 (AQ),GCC Specs,04-03-24 14:49,Dubai
Toyota,Rav 4,2014,"99,000 km","40,500",2014 RAV-4 Mid EXCELLENT CONDITION,American Specs,04-03-24 14:49,Dubai
Hyundai,Sonata,2019,"120,000 km","40,500",Hyundai sonata 2.4 2019. Gcc. Full option,GCC Specs,04-03-24 14:49,Dubai
Kia,Forte,2021,"48,000 km","40,500",ظƒظٹط§ ظپظˆط±طھظٹ 2021 ظ…ظˆط§طµظپط§طھ ط±ظ‚ظ… 2 ( 2.0 ),American Specs,04-03-24 14:49,Dubai
Nissan,Sunny,2020,"87,000 km","40,500",800/M (60 MONTHS) NISSAN SUNNY 2020 MODEL GCC AVAILABLE ON BANK FINANCE ON 0% DOWNPAYMENT,GCC Specs,04-03-24 14:49,Dubai
Nissan,Kicks,2021,"21,200 km","40,500",Nissan kicks 2021(for sale),American Specs,04-03-24 14:49,Dubai
Nissan,Altima,2020,"111,147 km","40,500",Nissan Altima 2020,American Specs,04-03-24 14:49,Dubai
Ford,Edge,2017,"110,000 km","40,500",Mitsubishi outlander 2016 gcc km 160000 mid option 4wd,GCC Specs,04-03-24 14:49,Dubai
Nissan,Pathfinder,2015,"170,000 km",40500,Nissan Pathfinder SV 2015,GCC Specs,45354.94097,Abu Dhabi
Toyota,Yaris,2019,"117,758 km","40,900",2019 Toyota Yaris SE / E  â€¢ 1 Year free warranty â€¢ 0 Down payment,GCC Specs,04-03-24 14:49,Dubai
Nissan,X-Trail,2015,"162,764 km","40,900",AED985/month | 2015 Nissan X-Trail 2.5L | GCC Specifications | Ref#138441,GCC Specs,04-03-24 14:49,Dubai
Nissan,Kicks,2020,"63,000 km","40,900",NISSAN KICKS 1.6L 2020 GCC VERY GOOD CONDITION,GCC Specs,04-03-24 14:49,Dubai
Kia,Rio,2021,"50,750 km","40,999",KIA RIO 2021 GCC,GCC Specs,04-03-24 14:49,Dubai
Nissan,Kicks,2020,"130,000 km","40,999","Nissan Kicks 2020, Agency maintained, Single owner, 1.6, Excellent condition",GCC Specs,04-03-24 14:49,Dubai
Toyota,Yaris,2019,"59,000 km","41,000",GCC TOYOTA YARIS 2019 AVAILABLE CASH AND BANK FINANCE ZERO% DOWNPAYMENT,GCC Specs,04-03-24 14:49,Dubai
Toyota,Innova,2018,"89,000 km","41,000",INNOVA ( 100 % FINANCE ZERO DOWN PAYMENT ),GCC Specs,04-03-24 14:49,Dubai
Hyundai,Avanti,2019,"70,000 km","41,000",ط§ظ„ظ†طھط±ط§ 2019//ط¨ط¯ظˆظ† ط­ظˆط§ط¯ط« طھط¯ط®ظ„ ط§ظ„ط³ط¹ظˆط¯ظٹط©//elantra//good condition,Korean Specs,04-03-24 14:49,Dubai
Hyundai,Santa Fe,2016,"27,541 km","41,000",HYUNDAI SANTA FE 2016 V4 SPORT IN EXCELLENT CONDITION,American Specs,04-03-24 14:49,Dubai
Hyundai,Kona,2020,"99,068 km","41,000",600 AED MONTHLY I 2020 HYUNDAI KONA I SEL I US I WARRANTY AVAILABLE I PERFECT CONDITION,American Specs,04-03-24 14:49,Dubai
Hyundai,Accent,2020,"69,987 km","41,000",AED653/month | 2020 Hyundai Accent 1.6L | Warranty | GCC Specifications | Ref#143852,GCC Specs,04-03-24 14:49,Dubai
Hyundai,Kona,2019,"47,000 km","41,000",Hyundai Kona 2019,American Specs,04-03-24 14:49,Dubai
Kia,Carnival,2017,"115,000 km","41,000",KIA CARNIVAL GCC 2017,GCC Specs,04-03-24 14:49,Dubai
Kia,Sportage,2015,"101,000 km","41,000",KIA SPORTAGE EX-TOP 2.4L AWD 2015 GCC FSH.,GCC Specs,04-03-24 14:49,Dubai
Kia,Sportage,2016,"153,000 km","41,000",Kia Sportage 2016 black for sale - Owner,GCC Specs,04-03-24 14:49,Dubai
Kia,Sportage,2016,"129,000 km","41,000",ORIGINAL PAINT ( طµط¨ط؛ ظˆظƒط§ظ„ظ‡ ) KIA Sportage ( 2016 Model ) GCC Specs,GCC Specs,04-03-24 14:49,Dubai
Kia,Soul,2016,"106,000 km","41,000",2016 Kia Soul Full Options GCC Specs Low Mileage Monthly EMI 800 Aed Under Warranty,GCC Specs,04-03-24 14:49,Dubai
